state,district,crop,season,area,rainfall,temperature,production,yield
West Bengal,Darjeeling,Jute,Rabi,37.93,1792.52,29.49,113.51,2.99
Maharashtra,Satara,Groundnut,Kharif,21.68,898.02,17.02,14.85,0.69
Madhya Pradesh,Satna,Sugarcane,Zaid,41.23,1408.19,40.49,3045.54,73.87
Andhra Pradesh,YSR Kadapa,Rice,Kharif,41.42,1156.92,30.94,100.24,2.42
Rajasthan,Barmer,Wheat,Rabi,9.36,213.72,19.53,19.51,2.09
Gujarat,Ahmedabad,Cotton,Kharif,40.01,1384.9,22.83,53.58,1.34
Kerala,Malappuram,Rubber,Zaid,25.56,3594.27,34.4,29.83,1.17
West Bengal,Kolkata,Tea,Rabi,48.66,2394.45,31.84,53.06,1.09
Haryana,Kurukshetra,Mustard,Zaid,32.52,395.41,40.39,16.96,0.52
Bihar,Darbhanga,Lentil,Rabi,23.75,1091.2,36.04,5.96,0.25
West Bengal,Jalpaiguri,Rice,Kharif,48.68,2385.97,23.02,121.93,2.5
Karnataka,Belgaum,Cotton,Kharif,11.77,3202.12,24.07,11.09,0.94
Gujarat,Mehsana,Tobacco,Zaid,1.35,414.27,35.01,1.34,1.0
Haryana,Panipat,Cotton,Kharif,35.77,759.13,36.93,50.57,1.41
Tamil Nadu,Cuddalore,Groundnut,Zaid,48.19,897.31,26.87,58.44,1.21
Bihar,Saran,Maize,Rabi,44.23,1591.15,41.39,48.01,1.09
Andhra Pradesh,Anantapur,Rice,Kharif,24.28,897.12,33.37,33.64,1.39
Bihar,Saharsa,Sugarcane,Zaid,34.64,1390.38,33.46,2230.44,64.4
Tamil Nadu,Thanjavur,Rice,Zaid,29.69,992.0,22.66,72.9,2.46
Andhra Pradesh,YSR Kadapa,Sugarcane,Rabi,18.54,841.45,22.87,781.26,42.14
Uttar Pradesh,Meerut,Wheat,Zaid,6.84,1158.53,39.5,4.6,0.67
Bihar,Munger,Maize,Rabi,3.74,1421.76,28.99,7.56,2.02
West Bengal,Murshidabad,Mustard,Kharif,9.3,1433.36,18.59,4.3,0.46
Odisha,Cuttack,Jute,Rabi,0.83,1402.46,21.31,1.65,1.99
Madhya Pradesh,Indore,Sugarcane,Zaid,10.14,1262.0,19.86,623.58,61.48
Assam,Barpeta,Potato,Zaid,45.35,2887.22,25.51,386.06,8.51
Odisha,Cuttack,Jute,Rabi,8.66,1770.02,25.57,19.64,2.27
Assam,Sonitpur,Potato,Rabi,28.49,2204.84,27.58,191.1,6.71
Bihar,Munger,Maize,Zaid,30.18,1106.33,13.82,75.05,2.49
Punjab,Faridkot,Wheat,Rabi,27.38,605.1,20.7,86.08,3.14
Bihar,Saran,Maize,Rabi,4.02,1475.61,24.15,5.93,1.48
West Bengal,Kolkata,Tea,Zaid,2.96,1461.22,27.76,5.12,1.73
Andhra Pradesh,Nellore,Groundnut,Rabi,3.54,1006.14,30.69,4.81,1.36
Punjab,Ferozepur,Sugarcane,Kharif,1.68,820.22,26.5,82.08,48.95
West Bengal,Jalpaiguri,Tea,Kharif,6.94,1378.76,16.87,8.07,1.16
Uttar Pradesh,Moradabad,Gram,Zaid,4.04,889.93,9.08,2.16,0.53
Assam,Goalpara,Tea,Rabi,3.75,2874.4,19.99,5.12,1.36
Haryana,Ambala,Wheat,Rabi,13.56,376.34,33.26,14.98,1.11
Kerala,Kollam,Rice,Rabi,46.97,3956.16,26.38,77.44,1.65
Madhya Pradesh,Chhindwara,Cotton,Zaid,26.65,876.5,43.03,41.3,1.55
Karnataka,Bidar,Cotton,Rabi,21.03,1843.52,30.9,18.64,0.89
Tamil Nadu,Tirunelveli,Rice,Zaid,28.21,1457.72,30.52,48.69,1.73
Karnataka,Bangalore Rural,Jowar,Kharif,30.03,913.23,20.32,18.86,0.63
Maharashtra,Ratnagiri,Sugarcane,Zaid,46.85,1999.71,15.52,2345.06,50.05
Punjab,Kapurthala,Cotton,Kharif,44.19,715.41,44.04,69.9,1.58
Tamil Nadu,Dindigul,Rice,Zaid,31.81,1195.01,25.73,80.64,2.54
Uttar Pradesh,Varanasi,Mustard,Zaid,10.0,890.88,18.09,7.72,0.77
Uttar Pradesh,Lucknow,Sugarcane,Kharif,40.37,913.06,6.72,1788.72,44.31
Kerala,Idukki,Banana,Rabi,45.95,1733.27,26.38,1494.56,32.53
Madhya Pradesh,Satna,Cotton,Rabi,2.06,1472.44,10.07,1.38,0.67
Kerala,Ernakulam,Tea,Kharif,1.96,3671.12,28.24,2.87,1.46
Kerala,Kasaragod,Rubber,Kharif,8.1,3177.59,31.54,14.62,1.81
West Bengal,Nadia,Rice,Rabi,3.8,1977.54,20.83,7.27,1.92
Madhya Pradesh,Bhopal,Soybean,Kharif,37.06,1211.76,23.37,40.69,1.1
Haryana,Karnal,Cotton,Rabi,19.2,617.67,43.42,18.34,0.96
Haryana,Sonipat,Cotton,Kharif,3.17,646.86,27.8,4.06,1.28
Madhya Pradesh,Satna,Cotton,Zaid,9.76,1098.13,32.83,17.6,1.8
Assam,Sivasagar,Sugarcane,Kharif,38.43,1516.54,26.54,1983.61,51.61
Gujarat,Junagadh,Wheat,Rabi,7.56,1496.73,38.95,7.12,0.94
Madhya Pradesh,Bhopal,Soybean,Zaid,10.51,1489.03,10.53,5.03,0.48
Punjab,Patiala,Sugarcane,Kharif,47.74,533.23,13.65,1250.73,26.2
Karnataka,Mysore,Coffee,Zaid,6.89,951.31,32.3,3.14,0.46
Telangana,Adilabad,Maize,Kharif,36.18,1176.05,23.26,90.88,2.51
Bihar,Purnia,Rice,Kharif,48.79,1049.11,37.22,87.43,1.79
Madhya Pradesh,Chhindwara,Sugarcane,Rabi,22.65,1255.88,15.25,1437.5,63.47
Madhya Pradesh,Dewas,Wheat,Zaid,44.59,1086.8,14.69,66.21,1.48
Tamil Nadu,Thanjavur,Rice,Zaid,39.44,1328.06,33.68,84.98,2.15
Haryana,Sonipat,Sugarcane,Rabi,43.94,675.47,9.9,1939.92,44.15
Uttar Pradesh,Allahabad,Sugarcane,Kharif,45.66,788.26,32.56,2365.46,51.81
Telangana,Karimnagar,Rice,Kharif,42.3,725.06,28.24,96.42,2.28
West Bengal,Murshidabad,Tea,Rabi,48.69,1566.95,26.35,90.09,1.85
Haryana,Bhiwani,Mustard,Zaid,14.84,434.16,42.75,10.15,0.68
Uttar Pradesh,Kanpur,Sugarcane,Zaid,12.86,743.48,19.58,548.05,42.6
West Bengal,Kolkata,Rice,Kharif,36.04,1571.15,25.17,91.43,2.54
Karnataka,Bellary,Coffee,Kharif,2.33,1470.6,31.69,2.01,0.86
Gujarat,Banaskantha,Rice,Zaid,37.88,1420.54,40.99,71.09,1.88
Gujarat,Bhavnagar,Rice,Zaid,17.0,1396.53,35.27,43.34,2.55
West Bengal,Murshidabad,Wheat,Zaid,14.31,1559.4,10.15,14.69,1.03
Andhra Pradesh,Visakhapatnam,Chilli,Kharif,15.52,903.69,28.28,29.74,1.92
Tamil Nadu,Coimbatore,Groundnut,Kharif,16.54,1285.63,34.21,10.77,0.65
Odisha,Puri,Sesame,Rabi,46.71,1602.39,31.14,10.71,0.23
Punjab,Sangrur,Wheat,Zaid,45.56,447.85,27.98,78.33,1.72
Uttar Pradesh,Gorakhpur,Mustard,Rabi,2.77,842.12,32.99,1.35,0.49
Telangana,Medak,Turmeric,Rabi,3.69,702.72,39.82,10.87,2.95
Madhya Pradesh,Ujjain,Gram,Kharif,40.72,1513.69,27.5,20.91,0.51
Karnataka,Hassan,Cotton,Zaid,15.76,2231.96,25.77,15.13,0.96
Kerala,Thrissur,Banana,Kharif,33.96,1602.46,30.87,843.83,24.85
Kerala,Thiruvananthapuram,Coffee,Kharif,36.25,2879.88,31.5,19.91,0.55
Telangana,Khammam,Cotton,Rabi,23.99,1117.9,27.77,38.49,1.6
Andhra Pradesh,Anantapur,Cotton,Zaid,26.19,787.04,37.02,48.01,1.83
Rajasthan,Alwar,Barley,Rabi,33.56,467.02,9.89,79.68,2.37
Assam,Dibrugarh,Potato,Kharif,19.22,2977.08,21.34,190.39,9.91
Bihar,Purnia,Potato,Rabi,32.64,1146.2,28.38,504.05,15.44
Haryana,Panipat,Mustard,Rabi,14.45,635.45,25.8,14.6,1.01
Telangana,Mahabubnagar,Rice,Kharif,4.23,1091.03,33.87,8.19,1.94
Tamil Nadu,Kancheepuram,Sugarcane,Zaid,3.98,1446.57,20.48,189.07,47.46
Andhra Pradesh,Srikakulam,Sugarcane,Rabi,22.51,1166.77,32.53,1658.66,73.69
Tamil Nadu,Dindigul,Rice,Rabi,16.35,1252.0,37.7,37.01,2.26
Uttar Pradesh,Varanasi,Sugarcane,Rabi,2.48,924.23,36.19,116.04,46.75
Kerala,Kasaragod,Tea,Kharif,42.0,2679.38,31.86,49.6,1.18
Bihar,Gaya,Maize,Rabi,34.7,1517.13,16.87,59.11,1.7
Rajasthan,Udaipur,Wheat,Kharif,24.41,328.12,35.88,42.28,1.73
Madhya Pradesh,Sagar,Wheat,Kharif,12.91,1369.98,42.7,8.56,0.66
Gujarat,Junagadh,Bajra,Rabi,39.2,401.97,42.96,38.26,0.98
Telangana,Warangal,Chilli,Kharif,33.32,1103.66,22.04,42.29,1.27
Haryana,Faridabad,Wheat,Rabi,5.35,799.21,41.26,8.02,1.5
Bihar,Muzaffarpur,Rice,Kharif,30.9,1355.34,19.33,76.59,2.48
Kerala,Kozhikode,Banana,Rabi,19.73,2046.68,32.12,457.14,23.17
West Bengal,Howrah,Wheat,Rabi,27.35,2219.18,14.44,42.53,1.55
Bihar,Darbhanga,Maize,Zaid,23.84,1210.67,40.2,50.14,2.1
Rajasthan,Kota,Gram,Zaid,19.25,563.76,31.45,16.55,0.86
Bihar,Bhagalpur,Potato,Zaid,16.97,1041.25,38.55,189.42,11.16
Gujarat,Bhavnagar,Bajra,Rabi,42.24,909.02,32.03,20.09,0.48
Andhra Pradesh,Guntur,Chilli,Kharif,17.08,844.63,30.73,24.44,1.43
Madhya Pradesh,Rewa,Sugarcane,Zaid,6.17,973.55,14.08,274.41,44.49
Maharashtra,Thane,Jowar,Rabi,32.58,1640.52,16.47,13.29,0.41
Assam,Dibrugarh,Jute,Kharif,16.29,2293.56,34.73,40.11,2.46
Haryana,Karnal,Wheat,Rabi,25.59,391.47,28.31,53.35,2.08
Assam,Goalpara,Sugarcane,Rabi,11.43,2693.75,15.7,337.33,29.51
Madhya Pradesh,Bhopal,Wheat,Rabi,42.74,1165.22,23.9,63.47,1.49
Haryana,Gurugram,Sugarcane,Zaid,22.41,714.04,11.86,598.02,26.69
West Bengal,Bankura,Rice,Zaid,33.83,1475.83,12.12,43.0,1.27
Haryana,Ambala,Bajra,Zaid,16.82,514.78,17.45,13.61,0.81
Madhya Pradesh,Indore,Sugarcane,Kharif,35.63,915.36,40.51,2164.81,60.77
Telangana,Adilabad,Chilli,Kharif,26.97,765.59,36.76,45.44,1.69
Rajasthan,Ajmer,Bajra,Zaid,22.57,499.18,8.51,13.99,0.62
Maharashtra,Mumbai,Cotton,Rabi,8.46,2160.66,25.55,8.62,1.02
Assam,Jorhat,Jute,Rabi,40.11,1606.06,26.94,62.48,1.56
Madhya Pradesh,Vidisha,Cotton,Zaid,5.69,1544.5,22.8,5.72,1.01
Tamil Nadu,Tiruchirappalli,Banana,Kharif,47.86,1127.76,33.95,1401.45,29.28
Haryana,Sonipat,Wheat,Rabi,20.73,323.37,37.93,35.64,1.72
Madhya Pradesh,Chhindwara,Soybean,Kharif,42.12,851.0,10.18,39.66,0.94
West Bengal,Midnapore,Wheat,Rabi,8.22,2399.61,23.16,10.99,1.34
Maharashtra,Aurangabad,Jowar,Rabi,47.53,2884.15,21.38,14.58,0.31
West Bengal,Kolkata,Mustard,Kharif,23.24,1910.41,36.84,6.29,0.27
Punjab,Hoshiarpur,Sugarcane,Rabi,22.38,819.98,7.37,813.53,36.36
Assam,Dibrugarh,Banana,Kharif,30.32,2659.61,31.57,641.81,21.17
West Bengal,Kolkata,Jute,Rabi,23.39,1943.43,16.82,33.13,1.42
Bihar,Begusarai,Maize,Zaid,37.53,1284.4,12.23,54.34,1.45
Maharashtra,Satara,Sugarcane,Kharif,30.5,2252.09,23.92,1360.27,44.6
Maharashtra,Pune,Soybean,Kharif,47.83,2106.24,17.38,28.51,0.6
Kerala,Thrissur,Coconut,Zaid,37.49,3338.78,29.77,176.53,4.71
Andhra Pradesh,East Godavari,Groundnut,Rabi,1.05,919.54,22.25,1.18,1.13
Assam,Darrang,Tea,Zaid,47.36,1513.61,12.15,55.12,1.16
Odisha,Khurda,Turmeric,Kharif,22.85,1281.52,34.62,99.91,4.37
Gujarat,Ahmedabad,Groundnut,Kharif,43.62,697.02,42.58,47.07,1.08
Uttar Pradesh,Saharanpur,Potato,Zaid,1.05,1067.54,13.87,12.4,11.79
Maharashtra,Ahmednagar,Soybean,Rabi,34.82,1132.64,30.44,28.93,0.83
Maharashtra,Nashik,Sugarcane,Kharif,31.4,2475.53,36.9,1152.75,36.71
Kerala,Idukki,Coconut,Zaid,47.93,3657.89,23.64,217.62,4.54
Haryana,Gurugram,Mustard,Rabi,8.42,365.32,5.7,5.95,0.71
Tamil Nadu,Coimbatore,Groundnut,Zaid,23.96,693.93,26.97,39.83,1.66
West Bengal,Darjeeling,Mustard,Zaid,12.33,1456.51,25.18,5.65,0.46
Haryana,Panipat,Sugarcane,Zaid,22.34,651.05,13.32,732.34,32.78
Madhya Pradesh,Ujjain,Gram,Rabi,46.85,938.55,26.19,31.21,0.67
Maharashtra,Kolhapur,Cotton,Rabi,25.64,2370.08,15.17,20.92,0.82
Odisha,Sundargarh,Turmeric,Kharif,45.43,1544.54,18.13,181.96,4.01
Andhra Pradesh,East Godavari,Tobacco,Zaid,25.6,913.19,34.2,28.51,1.11
Maharashtra,Solapur,Cotton,Rabi,9.45,560.78,26.21,15.53,1.64
Maharashtra,Nashik,Sugarcane,Kharif,41.37,2095.17,26.34,2426.4,58.65
Kerala,Kollam,Tea,Zaid,36.22,1942.08,28.89,42.5,1.17
Assam,Jorhat,Tea,Rabi,15.75,1541.74,16.31,19.49,1.24
Rajasthan,Bikaner,Mustard,Kharif,1.97,105.34,14.68,1.23,0.62
Maharashtra,Ratnagiri,Groundnut,Kharif,35.7,2113.11,30.21,23.81,0.67
Bihar,Saharsa,Rice,Zaid,22.57,1094.53,14.06,43.33,1.92
Karnataka,Bellary,Sugarcane,Zaid,11.02,1453.96,18.16,694.25,63.03
Haryana,Faridabad,Cotton,Zaid,39.07,608.03,29.28,69.96,1.79
Rajasthan,Chittorgarh,Bajra,Zaid,13.55,221.6,47.31,11.71,0.86
Rajasthan,Nagaur,Wheat,Rabi,39.59,315.11,20.12,78.61,1.99
Odisha,Kalahandi,Sesame,Kharif,43.53,1352.06,25.6,9.88,0.23
Gujarat,Mehsana,Wheat,Zaid,45.32,843.09,18.08,108.58,2.4
Assam,Nagaon,Sugarcane,Zaid,47.18,2652.02,33.34,1746.29,37.01
Tamil Nadu,Coimbatore,Rice,Rabi,5.3,919.38,34.88,12.01,2.26
Madhya Pradesh,Gwalior,Sugarcane,Kharif,34.54,1131.28,35.15,1934.49,56.0
Gujarat,Amreli,Wheat,Kharif,42.26,1339.1,22.93,59.72,1.41
Odisha,Sambalpur,Sugarcane,Zaid,10.93,1369.66,23.51,691.92,63.33
Telangana,Rangareddy,Rice,Zaid,47.6,892.36,32.38,99.29,2.09
Tamil Nadu,Kancheepuram,Coconut,Zaid,46.16,1390.18,31.03,396.0,8.58
Karnataka,Bangalore Rural,Rice,Rabi,2.3,2338.84,18.93,4.98,2.17
Andhra Pradesh,Visakhapatnam,Rice,Rabi,36.2,1045.12,23.86,69.64,1.92
Punjab,Faridkot,Potato,Zaid,20.93,742.39,37.62,290.25,13.87
West Bengal,Howrah,Rice,Kharif,30.26,2451.6,16.77,65.49,2.16
Uttar Pradesh,Agra,Mustard,Rabi,27.72,671.68,15.5,24.81,0.89
Telangana,Warangal,Rice,Rabi,17.84,852.87,26.68,43.81,2.46
Karnataka,Bangalore Urban,Jowar,Zaid,12.06,2635.18,18.75,5.25,0.43
Maharashtra,Mumbai,Sugarcane,Rabi,1.75,2311.43,33.76,77.54,44.31
Tamil Nadu,Chennai,Cotton,Kharif,30.26,1252.28,20.02,43.67,1.44
Maharashtra,Ahmednagar,Soybean,Zaid,29.42,1439.49,40.25,16.05,0.55
Uttar Pradesh,Mathura,Gram,Zaid,35.01,742.63,22.24,33.1,0.95
West Bengal,Jalpaiguri,Jute,Kharif,17.81,1575.73,18.9,31.31,1.76
Kerala,Kottayam,Tea,Rabi,6.42,3571.51,28.05,10.9,1.7
Andhra Pradesh,Chittoor,Tobacco,Kharif,23.0,1001.13,22.4,38.38,1.67
Uttar Pradesh,Agra,Mustard,Rabi,12.67,763.55,33.45,7.47,0.59
Andhra Pradesh,West Godavari,Sugarcane,Zaid,49.39,667.55,23.39,2433.91,49.28
Rajasthan,Alwar,Gram,Zaid,48.08,558.87,11.74,33.41,0.7
Andhra Pradesh,Anantapur,Sugarcane,Rabi,40.25,845.93,31.52,2154.17,53.51
Madhya Pradesh,Chhindwara,Rice,Kharif,14.93,939.42,43.7,17.51,1.17
Assam,Dibrugarh,Tea,Zaid,48.87,2689.35,30.92,53.04,1.09
Maharashtra,Mumbai,Rice,Rabi,37.38,2422.03,22.89,88.43,2.37
Andhra Pradesh,Visakhapatnam,Groundnut,Rabi,30.68,992.14,23.45,23.28,0.76
Punjab,Gurdaspur,Maize,Rabi,35.57,858.29,18.28,106.93,3.01
Tamil Nadu,Chennai,Coconut,Rabi,2.97,1415.4,39.94,23.95,8.06
Gujarat,Surat,Wheat,Kharif,13.31,1249.91,21.03,23.98,1.8
Bihar,Bhagalpur,Rice,Zaid,47.27,1351.9,21.39,100.99,2.14
Maharashtra,Pune,Rice,Zaid,10.95,789.1,25.07,25.59,2.34
Uttar Pradesh,Jhansi,Potato,Kharif,26.62,1190.3,6.16,311.73,11.71
Assam,Sonitpur,Potato,Kharif,45.03,2259.07,33.45,233.3,5.18
Kerala,Kollam,Banana,Rabi,40.78,3853.42,25.59,836.34,20.51
Maharashtra,Satara,Soybean,Rabi,44.4,1570.29,20.57,31.39,0.71
Andhra Pradesh,Guntur,Cotton,Rabi,13.47,603.8,25.78,19.33,1.43
Gujarat,Kutch,Cotton,Kharif,40.31,794.85,23.51,69.94,1.74
Haryana,Gurugram,Cotton,Kharif,26.46,373.59,16.02,22.01,0.83
Gujarat,Amreli,Cotton,Rabi,26.92,495.88,38.56,27.65,1.03
Maharashtra,Aurangabad,Soybean,Rabi,14.12,1647.99,41.19,5.21,0.37
Telangana,Khammam,Cotton,Kharif,44.53,899.15,35.49,95.38,2.14
West Bengal,Hooghly,Jute,Rabi,16.6,1876.24,30.46,47.45,2.86
West Bengal,Midnapore,Jute,Rabi,4.35,1301.43,25.21,6.87,1.58
Kerala,Idukki,Banana,Rabi,24.71,2079.48,22.44,578.83,23.43
Haryana,Sonipat,Mustard,Zaid,30.75,713.29,23.11,25.95,0.84
Kerala,Kasaragod,Coconut,Kharif,7.35,3028.22,24.04,56.27,7.65
Assam,Darrang,Jute,Zaid,20.84,2431.57,15.59,36.54,1.75
Odisha,Puri,Jute,Zaid,42.69,1307.86,24.57,73.85,1.73
Uttar Pradesh,Allahabad,Wheat,Zaid,38.84,1115.73,7.3,56.12,1.45
Telangana,Nalgonda,Chilli,Kharif,7.71,1158.7,19.96,14.05,1.82
Rajasthan,Bhilwara,Barley,Zaid,18.64,102.04,33.22,12.5,0.67
Bihar,Nalanda,Maize,Zaid,13.73,1080.0,30.35,39.19,2.85
Tamil Nadu,Madurai,Sugarcane,Kharif,22.84,1437.61,32.22,1799.1,78.76
Kerala,Malappuram,Banana,Rabi,30.95,2618.33,24.31,486.48,15.72
Tamil Nadu,Chennai,Groundnut,Rabi,28.58,1038.6,28.52,34.25,1.2
Tamil Nadu,Cuddalore,Groundnut,Rabi,33.82,744.21,22.11,41.63,1.23
Gujarat,Ahmedabad,Rice,Kharif,3.75,956.37,42.7,5.81,1.55
Telangana,Medak,Maize,Zaid,13.45,1095.6,23.59,34.27,2.55
Rajasthan,Alwar,Bajra,Rabi,10.34,531.39,18.87,10.26,0.99
Karnataka,Bangalore Rural,Rice,Zaid,19.31,2291.56,22.84,44.8,2.32
Karnataka,Dakshina Kannada,Rice,Kharif,26.59,2597.53,36.26,55.2,2.08
Tamil Nadu,Tirunelveli,Banana,Rabi,29.65,683.08,29.19,830.88,28.02
Bihar,Bhagalpur,Lentil,Zaid,1.9,1048.51,16.42,0.87,0.46
Karnataka,Mandya,Cotton,Rabi,35.42,2695.66,30.57,32.74,0.92
Bihar,Saharsa,Lentil,Kharif,1.01,1060.04,17.97,0.3,0.3
Telangana,Khammam,Rice,Kharif,12.55,814.37,25.82,29.91,2.38
Tamil Nadu,Tiruchirappalli,Rice,Rabi,19.43,1124.91,22.52,35.76,1.84
West Bengal,Birbhum,Jute,Rabi,14.93,1496.22,24.73,26.48,1.77
Andhra Pradesh,Nellore,Chilli,Zaid,10.89,962.79,30.09,20.03,1.84
Odisha,Sundargarh,Turmeric,Rabi,7.18,1773.33,19.61,19.71,2.74
Bihar,Bhagalpur,Sugarcane,Rabi,32.94,1490.36,33.42,1781.0,54.07
Bihar,Saharsa,Sugarcane,Zaid,18.68,1353.35,18.92,880.43,47.14
Gujarat,Kutch,Tobacco,Rabi,35.23,716.61,19.12,52.35,1.49
Karnataka,Dakshina Kannada,Cotton,Zaid,17.99,2198.1,32.35,12.52,0.7
Assam,Lakhimpur,Tea,Rabi,28.51,2643.69,15.61,47.69,1.67
Telangana,Sangareddy,Chilli,Rabi,38.77,729.48,18.7,67.55,1.74
Madhya Pradesh,Sagar,Gram,Rabi,28.1,1493.8,15.76,14.91,0.53
Assam,Barpeta,Banana,Kharif,7.44,2687.16,34.16,95.3,12.81
Maharashtra,Ahmednagar,Cotton,Kharif,9.5,1173.86,36.72,9.36,0.98
Karnataka,Dharwad,Ragi,Kharif,12.12,1402.53,35.36,11.01,0.91
West Bengal,Murshidabad,Wheat,Kharif,3.34,1470.09,24.17,5.11,1.53
Tamil Nadu,Madurai,Sugarcane,Kharif,10.75,1416.79,33.9,603.62,56.14
Maharashtra,Nagpur,Soybean,Rabi,30.49,1889.84,38.15,10.37,0.34
Andhra Pradesh,Kurnool,Tobacco,Kharif,45.02,827.48,29.93,63.97,1.42
Assam,Karbi Anglong,Tea,Kharif,35.62,1873.88,29.91,52.78,1.48
Punjab,Faridkot,Maize,Zaid,47.83,704.22,15.15,87.86,1.84
Gujarat,Bharuch,Rice,Zaid,18.51,1384.66,39.02,36.58,1.98
Uttar Pradesh,Allahabad,Rice,Kharif,48.28,759.22,27.86,67.58,1.4
Gujarat,Bharuch,Groundnut,Zaid,37.68,1415.15,26.21,33.29,0.88
Tamil Nadu,Dindigul,Rice,Kharif,11.3,1044.68,32.66,16.72,1.48
Gujarat,Ahmedabad,Groundnut,Kharif,12.75,742.37,24.0,20.27,1.59
Odisha,Ganjam,Jute,Kharif,9.99,1733.01,19.53,25.22,2.53
Odisha,Koraput,Sesame,Kharif,13.07,1598.13,31.4,2.82,0.22
Telangana,Nizamabad,Turmeric,Kharif,23.43,1030.14,33.99,113.34,4.84
Bihar,Saharsa,Sugarcane,Kharif,35.52,1131.87,19.85,2347.33,66.09
West Bengal,Bardhaman,Mustard,Kharif,15.35,1400.39,12.27,10.64,0.69
Odisha,Cuttack,Rice,Rabi,27.9,1479.52,39.09,57.71,2.07
Odisha,Balasore,Rice,Zaid,35.33,1370.01,17.72,71.97,2.04
Gujarat,Bhavnagar,Bajra,Rabi,17.99,878.39,25.08,10.21,0.57
Maharashtra,Nashik,Rice,Zaid,47.47,2610.01,21.37,83.03,1.75
Gujarat,Junagadh,Tobacco,Kharif,1.7,738.73,32.94,2.81,1.65
Tamil Nadu,Nagapattinam,Sugarcane,Zaid,32.17,1267.88,35.43,1529.33,47.53
Karnataka,Shimoga,Cotton,Kharif,32.42,2769.14,35.74,19.91,0.61
Haryana,Sonipat,Rice,Zaid,42.79,523.69,13.46,54.83,1.28
Kerala,Kollam,Tea,Kharif,28.52,2921.72,25.37,54.98,1.93
West Bengal,Jalpaiguri,Wheat,Zaid,10.31,1877.92,28.82,14.35,1.39
Assam,Sivasagar,Jute,Rabi,34.12,2908.23,27.3,50.27,1.47
Telangana,Adilabad,Chilli,Rabi,2.06,1198.46,22.71,2.55,1.24
Andhra Pradesh,Anantapur,Sugarcane,Rabi,35.42,1132.17,37.54,1562.27,44.1
Madhya Pradesh,Bhopal,Soybean,Rabi,36.5,901.7,18.13,36.94,1.01
Rajasthan,Alwar,Barley,Kharif,31.75,199.49,42.08,25.84,0.81
Gujarat,Vadodara,Groundnut,Rabi,4.34,824.77,19.99,5.31,1.22
Kerala,Kollam,Banana,Kharif,18.49,1689.88,30.72,489.83,26.5
Karnataka,Hassan,Cotton,Rabi,34.63,3407.96,23.13,23.65,0.68
Tamil Nadu,Cuddalore,Groundnut,Kharif,30.9,1077.32,39.42,25.82,0.84
Madhya Pradesh,Satna,Cotton,Kharif,6.58,1475.63,13.56,6.73,1.02
Karnataka,Bellary,Jowar,Kharif,42.46,996.55,24.63,22.28,0.52
Haryana,Rohtak,Sugarcane,Zaid,49.83,671.6,22.6,2167.51,43.5
Haryana,Rohtak,Mustard,Zaid,32.28,491.89,37.78,23.23,0.72
Maharashtra,Nashik,Sugarcane,Zaid,31.16,669.53,33.8,1812.92,58.18
Andhra Pradesh,Guntur,Cotton,Rabi,2.29,624.53,29.0,3.64,1.59
Odisha,Puri,Sugarcane,Rabi,35.92,1365.77,16.84,1565.81,43.59
Karnataka,Hassan,Cotton,Kharif,40.12,1025.17,21.78,54.8,1.37
Haryana,Sirsa,Cotton,Kharif,9.57,770.82,17.68,11.98,1.25
Kerala,Kozhikode,Tea,Rabi,22.29,3217.64,24.28,28.17,1.26
Andhra Pradesh,Kurnool,Tobacco,Kharif,29.53,809.53,30.25,38.47,1.3
Punjab,Amritsar,Potato,Zaid,32.66,574.29,21.01,712.5,21.82
Rajasthan,Bikaner,Barley,Zaid,44.16,256.59,23.65,54.97,1.24
Andhra Pradesh,Prakasam,Sugarcane,Zaid,36.96,1045.37,37.83,1911.04,51.7
Telangana,Sangareddy,Maize,Zaid,44.94,818.28,36.25,85.86,1.91
Assam,Sivasagar,Rice,Zaid,30.35,1732.23,16.58,78.2,2.58
Kerala,Thrissur,Banana,Kharif,48.35,2371.45,23.71,1073.44,22.2
Karnataka,Shimoga,Rice,Kharif,20.11,1651.89,35.39,56.8,2.82
Madhya Pradesh,Satna,Gram,Zaid,30.05,833.06,25.36,14.82,0.49
Kerala,Alappuzha,Coconut,Kharif,6.53,1808.16,32.74,47.85,7.33
Gujarat,Rajkot,Wheat,Rabi,1.57,1397.79,39.16,1.21,0.77
Gujarat,Ahmedabad,Groundnut,Kharif,12.45,1087.18,21.01,8.58,0.69
Tamil Nadu,Nagapattinam,Groundnut,Kharif,27.0,910.64,32.61,36.64,1.36
Gujarat,Banaskantha,Rice,Zaid,12.3,715.48,34.31,23.95,1.95
Haryana,Faridabad,Bajra,Kharif,27.75,374.23,17.08,21.12,0.76
Assam,Darrang,Potato,Zaid,46.61,2958.92,31.24,265.19,5.69
Tamil Nadu,Thanjavur,Banana,Zaid,32.77,970.77,22.49,733.43,22.38
Haryana,Jhajjar,Rice,Rabi,46.26,547.29,22.07,61.17,1.32
Madhya Pradesh,Vidisha,Wheat,Rabi,19.59,1345.31,34.94,18.83,0.96
Gujarat,Ahmedabad,Bajra,Zaid,35.19,698.23,32.93,24.87,0.71
Karnataka,Bidar,Sugarcane,Zaid,45.96,1660.53,34.14,2242.86,48.8
